Title,Author,Lector,Book_Score,Number_of_ratings_book,Lector_Score,Number_of_ratings_lector,Duration,Original_Category,Format,Language,Publication_Date,Volume_Info,Gender,Category
Ciało i czakry są lustrem duszy. Uwonij swoją moc i połącz się w energią Uniwersum,dr Renata Zarzycka,dr Renata Zarzycka,4.3,15.0,3.6,15.0,1.02,"Rozwój osobisty, Psychologia, Mindfulness i duchowość",Audiobook,Polski,2022-09-15,Tom 8 - Kronika Akaszy Wtajemniczenie,F,rozwój osobisty
Uzależniona od dupków,Lara Ferreiro,Izabela Perez,4.2,17.0,4.4,15.0,6.7,"Rozwój osobisty, Rodzina i relacje, Literatura faktu, Hobby i wypoczynek",Audiobook,Polski,2024-02-28,Nie dotyczy,F,rozwój osobisty
W sercu otchłani,Henryk Tur,Ewa Sobczak,3.8,16.0,3.6,15.0,5.67,Sci-fi,Audiobook,Polski,2022-09-02,Nie dotyczy,F,sci-fi
Gamedec. Część 3. Zabaweczki. Tom I. Błyski,Marcin Przybyłek,Marcin Popczyński,4.4,15.0,4.8,15.0,16.22,Sci-fi,Audiobook,Polski,2023-09-27,Tom 3 - Gamedec,M,sci-fi
Pędrak i Petrine. Koń islandzki,Kirsten Sonne Harrild,Aleksandra Radwan,4.9,16.0,4.8,15.0,1.1,brak,Audiobook,,2022-03-07,Tom 13 - Pędrak i Petrine,F,brak
Mogán - opowiadanie erotyczne,Irse Kræmer,Joanna Derengowska,2.7,16.0,3.5,15.0,26.0,brak,"Audiobook, E-book",,2021-01-04,LUST,F,brak
Zamiana - opowiadanie erotyczne,Saga Stigsdotter,Mirella Biel,3.6,22.0,3.7,15.0,33.0,brak,"Audiobook, E-book",,2021-09-23,LUST,F,brak
Pożądanie 1: Miesiąc miodowy - opowiadanie erotyczne,Malva B,Joanna Derengowska,3.8,18.0,3.9,15.0,31.0,brak,"Audiobook, E-book",,2020-09-21,LUST,F,brak
W pustyni i w puszczy,Henryk Sienkiewicz,Krzysztof Plewako-Szczerbiński,4.1,150.0,4.5,149.0,13.48,"Dla dzieci, Dla dzieci w wieku 9+, Dla młodzieży, Dla młodzieży w wieku 12+",Audiobook,Polski,2020-05-05,Nie dotyczy,M,dla dzieci
Głębia 3. Napór,Marcin Podlewski,Albert Osik,4.7,149.0,4.8,149.0,22.03,Fantastyka,Audiobook,Polski,2017-04-28,Tom 3 - Głębia,M,fantastyka
Kukły,Maciej Siembieda,Bonaszewski Mariusz,4.7,151.0,4.8,149.0,12.65,"Kryminały, Powieści kryminalne, Kryminały klasyczne",Audiobook,Polski,2024-02-10,Tom 4 - Jakub Kania,M,kryminały
Dom tajemnic,Alek Rogoziński,Tomasz Ciachorowski,4.3,153.0,4.0,149.0,6.57,"Kryminały, Thrillery, Powieści kryminalne",Audiobook,Polski,2019-09-18,Nie dotyczy,M,kryminały
Okupacja od kuchni,Aleksandra Zaprutko-Janicka,Agnieszka Postrzygacz,4.6,151.0,4.8,149.0,5.3,"Literatura faktu, Historia",Audiobook,Polski,2024-10-17,Nie dotyczy,F,literatura faktu
Kontakt. Polskie specsłużby w Afganistanie,Kafir,Piotr Makarski,4.7,151.0,4.6,149.0,8.93,"Literatura faktu, Historia",Audiobook,Polski,2018-09-20,Nie dotyczy,M,literatura faktu
A gdy znów się spotkamy,Kristin Harmel,Monika Węgiel-Jarocińska,4.6,151.0,4.7,149.0,10.4,Powieści,Audiobook,Polski,2024-02-14,Kolekcja Kristin Harmel,F,powieści
Happy Place,Emily Henry,Magdalena Emilianowicz,3.6,168.0,4.0,149.0,12.27,Romans,Audiobook,Polski,2023-08-23,Nie dotyczy,F,romans
Córka oligarchy,Katarzyna Mak,Agata Skórska,4.3,160.0,4.5,149.0,7.92,Romans,Audiobook,Polski,2023-02-22,Nie dotyczy,F,romans
Wilcza polana,Halina Kowalczuk,Donata Cieślik,4.6,149.0,4.6,149.0,8.7,Romans,Audiobook,Polski,2021-07-27,Nie dotyczy,F,romans
Mózg dziecka. Przewodnik dla rodziców,Álvaro Bilbao,Marta Dobecka,4.7,159.0,4.6,149.0,7.55,"Rozwój osobisty, Rodzina i relacje",Audiobook,Polski,2022-07-25,Nie dotyczy,F,rozwój osobisty
Lux Perpetua cz. 2,Andrzej Sapkowski,zespół lektorów,4.8,1492.0,5.0,1481.0,11.05,Fantastyka,Audiobook,Polski,2021-05-07,Tom 6 - Trylogia husycka,G,fantastyka
Podwójne życie mojego chłopaka - Prawdziwa historia,Cleo James,Paulina Holtz,4.1,155.0,4.8,148.0,8.4,"Biografie, Autobiografie, Literatura faktu, True Crime",Audiobook,Polski,2023-06-05,Tom 1 - Wzruszajace prawdziwe historie,F,biografie
Michał Anioł. Geniusz renesansu,Sarah Knowles Bolton,Filip Kosior,4.5,144.0,4.8,148.0,1.35,"Biografie, Biografie polityczne i społeczne, Literatura faktu, Historia",Audiobook,Polski,2024-04-13,Tom 10 - Krótka historia,M,biografie
Basia i Dziadkowie,Zofia Stanecka,Maria Seweryn,4.8,158.0,4.9,148.0,12.0,"Dla dzieci, Dla dzieci w wieku 3+",Audiobook,Polski,2019-06-21,Basia,M,dla dzieci
Zaułki St. Naarten,Marcin Mortka,Maciej Kowalik,4.7,149.0,4.9,148.0,9.42,Fantastyka,Audiobook,Polski,2023-03-24,Tom 3 - Cykl Rolanda Wywijasa,M,fantastyka
Sekcja M - Tom 4 - Z deszczu pod rynnę,Christina Larsson,Beata Olga Kowalska,4.4,159.0,4.6,148.0,5.33,"Kryminały, Powieści kryminalne",Audiobook,Polski,2022-03-25,Tom 4 - Sekcja M,F,kryminały
Wotum,Maciej Siembieda,Bonaszewski Mariusz,4.6,147.0,4.8,148.0,13.17,"Kryminały, Powieści kryminalne, Kryminały klasyczne",Audiobook,Polski,2024-02-10,Tom 3 - Jakub Kania,M,kryminały
Gambit,Maciej Siembieda,Bonaszewski Mariusz,4.8,151.0,4.8,148.0,13.92,"Kryminały, Powieści kryminalne, Kryminały klasyczne",Audiobook,Polski,2024-02-10,Nie dotyczy,M,kryminały
Piętno Katriny,Agnieszka Bednarska,Maciej Kowalik,4.3,155.0,4.6,148.0,10.87,"Kryminały, Thrillery, Thrillery psychologiczne",Audiobook,Polski,2021-03-10,Tom 1 - Cykl o Amy,M,kryminały
Miłość na walizkach,Małgorzata Kalicińska,Magdalena Zając-Zawadzka,4.6,171.0,4.7,148.0,14.62,"Powieści, Powieści współczesne, Romans",Audiobook,Polski,2024-02-20,Tom 3 - Mańka,F,powieści
Duchy minionych lat. Tom 2. Letnie przesilenie,Joanna Jax,Elżbieta Kijowska,4.8,150.0,4.8,148.0,11.97,Romans,Audiobook,Polski,2021-07-13,Tom 2 - Duchy minionych lat,F,romans
Narośl,Agnieszka Peszek,Filip Kosior,4.6,1536.0,4.9,1478.0,8.55,"Kryminały, Thrillery psychologiczne",Audiobook,Polski,2024-06-18,Nie dotyczy,M,kryminały
Przez pomyłke,Agnieszka Peszek,Filip Kosior,4.5,1520.0,4.9,1474.0,7.13,"Kryminały, Powieści kryminalne",Audiobook,Polski,2023-06-27,Tom 1 - Dorota Czerwińska,M,kryminały
Królestwo obłędu,Kel Kade,Maciej Kowalik,4.8,1557.0,4.8,1472.0,20.23,Fantastyka,Audiobook,Polski,2021-11-24,Tom 2 - Kroniki mroku,M,fantastyka
Alicja w Krainie Czarów,Lewis Carroll,Józef Pawłowski,4.3,154.0,4.6,147.0,2.78,"Dla dzieci, Dla dzieci w wieku 9+, Klasyka dla dzieci",Audiobook,Polski,2023-03-22,Tom 1 - Alicja w Krainie Czarów,M,dla dzieci
Hamish Macbeth i śmierć bezwstydnicy,M.C. Beaton,Krzysztof Gosztyła,4.5,152.0,4.9,147.0,6.0,"Kryminały, Thrillery, Powieści kryminalne, Powieści detektywistyczne",Audiobook,Polski,2023-05-31,Tom 5 - Hamish Macbeth,M,kryminały
Sherlock Holmes. Studium w szkarłacie,Arthur Conan Doyle,Krzysztof Gosztyła,4.6,146.0,4.8,147.0,5.5,"Powieści, Kryminały, Powieści kryminalne, Kryminały klasyczne, Klasyka",Audiobook,Polski,2024-02-22,Tom 5 - Klasyka literatury,M,powieści
Intryga,L.J. Shen,Anna Matusiak,4.4,177.0,4.5,147.0,9.52,Romans,Audiobook,Polski,2023-01-04,Święci grzesznicy,F,romans
Schwytać szczęście,Dorota Milli,Joanna Domańska,4.6,147.0,4.8,147.0,11.38,Romans,Audiobook,Polski,2021-01-12,Nie dotyczy,F,romans
Star Force. Tom 5. Stacja bojowa,B.V. Larson,Roch Siemianowski,4.7,148.0,4.8,147.0,10.38,Sci-fi,Audiobook,Polski,2023-12-06,Tom 5 - Star Force,M,sci-fi
The Frontiers Saga. Tom 7. Bezmiar,Ryk Brown,Siemianowski,4.8,146.0,4.7,147.0,10.63,Sci-fi,Audiobook,Polski,2022-10-05,Tom 7 - The Frontiers Saga,U,sci-fi
Milczenie,Hubert Hender,Filip Kosior,4.4,1500.0,4.9,1465.0,9.42,"Kryminały, Powieści kryminalne",Audiobook,Polski,2022-05-17,Tom 1 - Filip Krauze i Igor Fijałkowski,M,kryminały
Projekt Riese,Remigiusz Mróz,Filip Kosior,4.4,1576.0,4.8,1463.0,9.72,"Kryminały, Thrillery",Audiobook,Polski,2024-01-26,Tom 1 - Projekt Riese,M,kryminały
Katarynka,Bolesław Prus,Marta Markowicz,4.5,148.0,4.7,146.0,30.0,"Dla młodzieży, Dla młodzieży w wieku 12+, Dla młodzieży w wieku 14+",Audiobook,Polski,2022-05-06,Lektury szkolne BookBeat,F,dla młodzieży
Tajemnice Skyle,Agnieszka Grzelak,Anna Kerth,4.8,160.0,4.9,146.0,15.68,"Fantastyka, Fantastyka romantyczna",Audiobook,Polski,2022-10-25,Tom 4 - Blask Corredo,F,fantastyka
Mała apokalipsa,Tadeusz Konwicki,Marcin Popczyński,4.0,153.0,4.8,146.0,7.5,Klasyka,Audiobook,Polski,2023-10-22,Nie dotyczy,M,klasyka
Śmierć na wagę złota,Alek Rogoziński,Mikołaj Krawczyk,4.4,153.0,4.7,146.0,6.4,"Kryminały, Powieści kryminalne",Audiobook,Polski,2024-06-05,Nie dotyczy,M,kryminały
Sekrety przeszłości,Anna Jansson,Anna Dereszowska,4.5,159.0,4.7,146.0,10.53,"Kryminały, Powieści kryminalne",Audiobook,Polski,2022-11-30,Tom 9 - Maria Wern. Młoda policjantka,F,kryminały
Król uzdrowiska,Marek Stelar,Jakub Kamieński,4.7,151.0,4.8,146.0,7.7,"Kryminały, Powieści kryminalne",Audiobook,Polski,2024-11-13,Tom 3 - Góra kłopotów,M,kryminały
Ukryci,Marek Stelar,Adam Bauman,4.5,160.0,4.6,146.0,10.63,"Kryminały, Thrillery",Audiobook,Polski,2022-06-15,Nie dotyczy,M,kryminały
Nieukarani,Kamila Denis,Maciej Kowalik,4.4,148.0,4.6,146.0,9.87,"Kryminały, Thrillery, Powieści kryminalne",Audiobook,Polski,2021-10-11,Nie dotyczy,M,kryminały
Hamish Macbeth i śmierć żartownisia,M.C. Beaton,Krzysztof Gosztyła,4.6,155.0,4.9,146.0,5.93,"Kryminały, Thrillery, Powieści kryminalne, Powieści detektywistyczne",Audiobook,Polski,2023-07-26,Tom 7 - Hamish Macbeth,M,kryminały
Przystanek Toskania,Katarzyna Janus,Joanna Domańska,4.7,144.0,4.7,146.0,9.58,Powieści,Audiobook,Polski,2024-04-10,Nie dotyczy,F,powieści
To nie może być prawda,Hanna Dikta,Joanna Domańska,4.4,148.0,4.7,146.0,7.42,"Powieści, Powieści obyczajowe",Audiobook,Polski,2020-09-08,Nie dotyczy,F,powieści
Spokojna przystań. Saga rodu Quinnów. Tom 3,Nora Roberts,Dorota Landowska,4.7,146.0,4.8,146.0,12.37,"Powieści, Powieści współczesne",Audiobook,Polski,2022-08-08,Tom 3 - Saga rodu Quinnów,F,powieści
Zmuszona. Niebezpieczna znajomość,Sylvia Bloch,Agnieszka Postrzygacz,4.6,149.0,4.8,146.0,7.72,Romans,Audiobook,Polski,2024-04-30,Nie dotyczy,F,romans
Uczynkiem i zaniedbaniem,Mariusz Kanios,Filip Kosior,4.7,1463.0,5.0,1457.0,7.35,"Kryminały, Kryminały klasyczne",Audiobook,Polski,2023-02-24,Tom 1 - Seria z Zuzanną,M,kryminały
Paderborn,Remigiusz Mróz,Robert Jarociński,4.7,1451.0,4.8,1451.0,12.63,"Kryminały, Powieści kryminalne",Audiobook,Polski,2024-09-27,Tom 2 - Seria z Langerem,M,kryminały
Basia i urodziny w muzeum,Zofia Stanecka,Maria Seweryn,4.8,163.0,4.8,145.0,12.0,"Dla dzieci, Dla dzieci w wieku 3+",Audiobook,Polski,2019-06-21,Basia,M,dla dzieci
Muminki - Nadchodzi Mała Mi,Tove Jansson,Krzysztof Tyniec,4.6,171.0,4.8,145.0,35.0,"Dla dzieci, Dla dzieci w wieku 3+, Klasyka dla dzieci, Książki przygodowe dla dzieci",Audiobook,Polski,2023-09-06,Muminki,M,dla dzieci
Kołysanka,Maciej Siembieda,Bonaszewski Mariusz,4.9,147.0,4.8,145.0,11.68,"Kryminały, Powieści kryminalne, Kryminały klasyczne",Audiobook,Polski,2024-02-10,Tom 5 - Jakub Kania,M,kryminały
Nieco bliżej piekła,Adam Dzierżek,Wojciech Masiak,4.5,153.0,4.6,145.0,7.87,"Kryminały, Thrillery, Powieści kryminalne",Audiobook,Polski,2022-06-15,Nie dotyczy,M,kryminały
Hamish Macbeth i śmierć snobki,M.C. Beaton,Krzysztof Gosztyła,4.5,149.0,4.9,145.0,5.48,"Kryminały, Thrillery, Powieści kryminalne, Powieści detektywistyczne",Audiobook,Polski,2023-06-21,Tom 6 - Hamish Macbeth,M,kryminały
Hamish Macbeth i śmierć uwodziciela,M.C. Beaton,Krzysztof Gosztyła,4.6,150.0,4.9,145.0,7.63,"Kryminały, Thrillery, Powieści kryminalne, Powieści detektywistyczne",Audiobook,Polski,2023-10-06,Tom 10 - Hamish Macbeth,M,kryminały
Dom pani Marty,Magda Louis,Agnieszka Castellanos-Pawlak,4.5,153.0,4.8,145.0,8.98,Powieści,Audiobook,Polski,2024-03-08,Nie dotyczy,F,powieści
Za grzechy ojca,Jeffrey Archer,Krzysztof Plewako-Szczerbiński,4.8,149.0,4.6,145.0,10.62,"Powieści, Powieści historyczne, Kryminały, Thrillery, Sagi rodzinne",Audiobook,Polski,2022-11-17,Tom 2 - Kroniki rodziny Cliftonów,M,powieści
Star Force. Tom 9. Martwe słońce,B.V. Larson,Roch Siemianowski,4.7,145.0,4.8,145.0,11.58,Sci-fi,Audiobook,Polski,2019-09-17,Tom 9 - Star Force,M,sci-fi
Demon Copperhead,Barbara Kingsolver,Mateusz Drozda,4.8,1544.0,4.8,1442.0,22.05,Powieści,Audiobook,Polski,2023-10-11,Nie dotyczy,M,powieści
Brzechwa nie dla dzieci,Mariusz Urbanek,Tomasz Urbański,4.6,148.0,4.5,144.0,11.42,"Biografie, Biografie artystów",Audiobook,Polski,2023-06-01,Tom 2 - Pasjonujące biografie,M,biografie
Śmiertelna gra,Samuel Karlsson,Joanna Jeżewska,4.5,158.0,4.7,144.0,13.9,"Kryminały, Powieści kryminalne, Kryminały klasyczne",Audiobook,Polski,2023-01-10,Tom 4 - Jessica Jackson,F,kryminały
Hormon nieszczęścia,Danuta Noszczyńska,Ewa Abart,4.6,144.0,4.9,144.0,9.05,Powieści,Audiobook,Polski,2021-11-18,Tom 6 - Lekko i z humorem,F,powieści
Duchy minionych lat. Tom 4. Zimowy sen,Joanna Jax,Elżbieta Kijowska,4.8,145.0,4.8,144.0,15.77,"Powieści, Powieści historyczne",Audiobook,Polski,2022-04-20,Tom 4 - Duchy minionych lat,F,powieści
Wakacje,T.M. Logan,Michał Lesień-Głowacki,4.3,146.0,4.4,144.0,11.9,"Powieści, Powieści współczesne, Kryminały, Thrillery",Audiobook,Polski,2021-03-15,Nie dotyczy,M,powieści
Nie ma mocnych,Andrzej Mularczyk,Leszek Filipowicz,4.9,148.0,5.0,144.0,10.43,"Powieści, Rozrywka i humor, Powieści humorystyczne",Audiobook,Polski,2021-06-07,Tom 2 - Sami swoi,M,powieści
Pan Tadeusz,Adam Mickiewicz,Tomasz Czarnecki,3.7,170.0,4.7,143.0,7.8,Klasyka,Audiobook,Polski,2018-05-06,Nie dotyczy,M,klasyka
Ostrożnie z marzeniami,Maja Kotarska,Beata Kłos,4.1,159.0,4.2,143.0,7.53,"Kryminały, Powieści kryminalne, Kryminały klasyczne, Powieści detektywistyczne",Audiobook,Polski,2021-12-06,Nie dotyczy,F,kryminały
Świadkowie,Józef Musiol,Artur Ziajkiewicz,4.6,146.0,4.8,143.0,5.6,"Literatura faktu, Polityka i wojna",Audiobook,Polski,2021-02-22,Nie dotyczy,M,literatura faktu
Strega,Johanne Lykke Holm,Marta Markowicz,3.3,147.0,4.2,143.0,4.7,Powieści,Audiobook,Polski,2022-06-15,Nie dotyczy,F,powieści
Zakochana zakonnica,Sylwia Kubik,Lena Schimscheiner,4.6,147.0,4.5,143.0,8.35,Powieści,Audiobook,Polski,2024-04-10,Nie dotyczy,F,powieści
Medalion z bursztynem,Anna Klejzerowicz,Małgorzata Brajner,4.4,176.0,4.4,143.0,7.15,"Powieści, Kryminały, Powieści kryminalne",Audiobook,Polski,2020-10-26,Nie dotyczy,F,powieści
Fatalne jaja,Michaił Bułhakow,Maciej Kowalik,4.0,143.0,4.5,142.0,2.97,Fantastyka,Audiobook,Polski,2021-04-12,Nie dotyczy,M,fantastyka
Wiedźmy. Tom 4. Wiedźmy na tropie,Małgorzata J. Kursa,Donata Cieślik,4.5,145.0,4.7,142.0,7.13,"Kryminały, Powieści detektywistyczne",Audiobook,Polski,2021-05-18,Tom 4 - Wiedźmy,F,kryminały
Morderstwo na Korfu,Alek Rogoziński,Maciej Radel,4.4,155.0,4.3,142.0,8.05,"Kryminały, Powieści kryminalne, Powieści detektywistyczne",Audiobook,Polski,2022-05-18,Nie dotyczy,M,kryminały
Piąta Księga Mojżeszowa,Christina Larsson,Anna Szawiel,4.1,151.0,4.3,142.0,10.38,"Kryminały, Thrillery, Powieści kryminalne",Audiobook,Polski,2023-02-07,Tom 1 - Ingrid Bergman,F,kryminały
Paradoks kłamcy,Michał Kuzborski,Filip Kosior,4.4,144.0,4.8,142.0,10.53,"Kryminały, Thrillery, Powieści kryminalne",Audiobook,Polski,2021-07-08,Tom 1 - Paradoks kłamcy,M,kryminały
Nieszczęścia chodzą trójkami,Magdalena Kubasiewicz,Ilona Chojnowska,4.6,144.0,4.7,142.0,7.22,"Kryminały, Thrillery, Powieści kryminalne",Audiobook,Polski,2021-09-14,Nie dotyczy,F,kryminały
Więcej niż jedno życie,Irena Małysa,Masza Bogucka,4.6,143.0,4.7,142.0,10.9,"Kryminały, Thrillery, Powieści kryminalne",Audiobook,Polski,2022-02-23,Nie dotyczy,F,kryminały
Harpia,Danuta Noszczyńska,Ewa Abart,4.6,146.0,4.8,142.0,7.92,Powieści,Audiobook,Polski,2022-03-17,Tom 11 - Lekko i z humorem,F,powieści
Księżyc nad Vajont. Tom 1. Fala,Katarzyna Kielecka,Ilona Chojnowska,4.8,144.0,4.8,142.0,9.7,Powieści,Audiobook,Polski,2023-11-22,Tom 1 - Księżyc nad Vajont,F,powieści
Księżyc nad Vajont. Tom 2. Echo,Katarzyna Kielecka,Ilona Chojnowska,4.8,144.0,4.8,142.0,10.17,Powieści,Audiobook,Polski,2023-11-29,Tom 2 - Księżyc nad Vajont,F,powieści
Duchy minionych lat. Tom 3. Jesienne pożegnanie,Joanna Jax,Elżbieta Kijowska,4.8,143.0,4.8,142.0,13.37,"Powieści, Powieści historyczne",Audiobook,Polski,2021-11-09,Tom 3 - Duchy minionych lat,F,powieści
Przebudzone,Małgorzata Ohme,Małgorzata Ohme,4.6,141.0,4.7,142.0,5.13,Rozwój osobisty,Audiobook,Polski,2024-10-16,Nie dotyczy,F,rozwój osobisty
Potwór,Hubert Hender,Filip Kosior,4.7,1436.0,4.9,1419.0,11.02,"Kryminały, Powieści kryminalne",Audiobook,Polski,2023-04-28,Tom 3 - Filip Krauze i Igor Fijałkowski,M,kryminały
Eichmann,Luigi Romolo Carrino,Tomasz Ignaczak,4.4,155.0,4.7,141.0,35.0,"Biografie, Biografie polityczne i społeczne",Audiobook,Polski,2020-11-09,Nie dotyczy,M,biografie
Pippi Långstrump - polska,Astrid Lindgren,Judyta Stachelska,4.8,146.0,4.6,141.0,3.17,"Dla dzieci, Dla dzieci w wieku 6+, Dla dzieci w wieku 9+",Audiobook,Polski,2023-08-29,Astrid Lindgren,F,dla dzieci
Wisielcza góra,Paulina Hendel,Sebastian Misiuk,4.3,145.0,4.7,141.0,13.15,Fantastyka,Audiobook,Polski,2023-07-12,Nie dotyczy,M,fantastyka
Piętno,Natasza Socha,Patrycja WoyWojciechowska,4.5,155.0,4.6,141.0,3.52,"Kryminały, Powieści kryminalne",Audiobook,Polski,2022-07-12,Grey Book,F,kryminały
Ostatnia wola,Anna Jansson,Anna Dereszowska,4.6,151.0,4.7,141.0,10.73,"Kryminały, Powieści kryminalne",Audiobook,Polski,2023-03-20,Tom 10 - Maria Wern. Młoda policjantka,F,kryminały
Wyszedł z domu i nie wrócił,Iwona Mejza,Marcin Stec,4.1,153.0,4.5,141.0,7.23,"Kryminały, Powieści kryminalne, Kryminały klasyczne, Powieści detektywistyczne",Audiobook,Polski,2020-12-07,Tom 1 - Komisarz Ożegalski,M,kryminały
Awers,"Adrian Bednarek, Ryszard Ćwirlej, Hanna Greń i inni","Daria Brudnias, Mateusz Kwiecień",4.2,142.0,4.2,141.0,12.97,"Kryminały, Thrillery, Powieści kryminalne",Audiobook,Polski,2022-03-17,Nie dotyczy,G,kryminały
Przyjaciele. Ten o najlepszym serialu na świecie,Kelsey Miller,Paulina Holtz,4.2,145.0,4.7,141.0,9.6,"Literatura faktu, Muzyka i filmy",Audiobook,Polski,2023-04-06,Nie dotyczy,F,literatura faktu
W cieniu Everestu,Magda Lassota,Paulina Holtz,4.5,144.0,4.8,141.0,8.45,"Literatura faktu, Podróże",Audiobook,Polski,2023-04-06,Nie dotyczy,F,literatura faktu
Łopatą do serca,Marta Obuch,Donata Cieślik,4.4,143.0,4.5,141.0,10.57,Powieści,Audiobook,Polski,2020-06-23,Nie dotyczy,F,powieści
Farbowana blondynka,Danuta Noszczyńska,Ewa Abart,4.5,145.0,4.8,141.0,8.07,Powieści,Audiobook,Polski,2022-05-12,Tom 14 - Lekko i z humorem,F,powieści
Odrobina magii,Agnieszka Olejnik,Agnieszka Krzysztoń,4.5,143.0,4.3,141.0,10.6,Powieści,Audiobook,Polski,2021-01-26,Nie dotyczy,F,powieści
Przeciw diabłom i infamisom,Józef Hen,Mikołaj Krawczyk,4.6,142.0,4.8,141.0,13.72,"Powieści, Powieści historyczne, Kryminały, Nowele, poezja i dramat, Nowele i opowiadania",Audiobook,Polski,2024-06-07,Nie dotyczy,M,powieści
Urugwajka,Pedro Mairal,Filip Kosior,3.7,144.0,4.8,141.0,3.55,"Powieści, Powieści współczesne",Audiobook,Polski,2023-02-22,Nie dotyczy,M,powieści
Rana,Wojciech Chmielarz,Grzegorz Damięcki,4.4,1649.0,4.8,1408.0,11.02,"Kryminały, Thrillery, Thrillery psychologiczne, Powieści kryminalne",Audiobook,Polski,2019-08-14,Nie dotyczy,M,kryminały
Cykl Pendorum. Część I. Arena,Krzysztof Bonk,Anna Ryźlak,4.2,149.0,4.0,140.0,4.97,Fantastyka,Audiobook,Polski,2021-02-22,Tom 1 - Cykl Pendorum,F,fantastyka
Imaginacja,Rafał Glina,Filip Kosior,4.6,139.0,5.0,140.0,6.78,"Kryminały, Kryminały klasyczne",Audiobook,Polski,2024-10-23,Tom 2 - Seria z podkomisarzem Jackiem Okońskim,M,kryminały
Prawda i tylko prawda,Stefan Ahnhem,Mariusz Bonaszewski,4.3,142.0,4.7,140.0,14.13,"Kryminały, Thrillery psychologiczne",Audiobook,Polski,2024-07-03,Nie dotyczy,M,kryminały
Wiedźmy. Tom 2. Wiedźmy na wakacjach,Małgorzata J. Kursa,Donata Cieślik,4.6,141.0,4.7,140.0,6.28,"Kryminały, Thrillery, Powieści kryminalne",Audiobook,Polski,2020-11-03,Tom 2 - Wiedźmy,F,kryminały
Cudze jabłka,Agnieszka Krakowiak-Kondracka,Anna Rusiecka,4.6,141.0,4.6,140.0,8.67,Powieści,Audiobook,Polski,2022-09-27,Nie dotyczy,F,powieści
Skarb czarownicy,Anna Klejzerowicz,Anna Grochowska,4.7,140.0,4.6,140.0,7.1,"Powieści, Kryminały, Powieści kryminalne",Audiobook,Polski,2022-03-21,Tom 4 - Czarownica,F,powieści
Pan Wołodyjowski,Henryk Sienkiewicz,Wiktor Zborowski,4.8,143.0,4.8,140.0,27.4,"Powieści, Powieści historyczne, Klasyka",Audiobook,Polski,2018-02-17,Tom 3 - Trylogia Sienkiewicza,M,powieści
Starship. Tom 4. Buntownik,Mike Resnick,Wojciech Masiak,4.6,141.0,4.8,140.0,8.22,Sci-fi,Audiobook,Polski,2020-04-21,Tom 4 - Starship,M,sci-fi
Starship. Tom 3. Najemnik,Mike Resnick,Wojciech Masiak,4.7,141.0,4.8,140.0,8.72,Sci-fi,Audiobook,Polski,2020-04-07,Tom 3 - Starship,M,sci-fi
Guccio Gucci. Jak niepokorny marzyciel zbudował legendarny dom mody,Renata Pawlak,Jarosław Łukomski,4.4,14.0,4.8,14.0,56.0,"Biografie, Autobiografie",Audiobook,Polski,2023-02-01,Nie dotyczy,M,biografie
Nietypowa Matka Polka 2,Nietypowa Matka Polka,Marta Dobecka,4.6,15.0,4.8,14.0,5.43,"Biografie, Autobiografie",Audiobook,Polski,2021-07-14,Nie dotyczy,F,biografie
Jak zszedłem na psy,Tadeusz Rybczyński,Tomasz Sobczak,3.7,14.0,3.8,14.0,5.68,"Biografie, Autobiografie, Literatura faktu, Podróże",Audiobook,Polski,2024-09-06,Nie dotyczy,M,biografie
Jean-Paul Sartre i Simone de Beauvoir,Anna Nasiłowska,Ewa Wodzicka-Dondziłło,4.2,16.0,4.5,14.0,9.37,"Biografie, Biografie artystów, Literatura faktu, Społeczeństwo i kultura",Audiobook,Polski,2024-04-20,Tom 17 - Pasjonujące biografie,F,biografie
Krzysztof Kolumb,Giancarlo Villa,Anna Ryźlak,4.0,22.0,4.7,14.0,1.17,"Biografie, Biografie polityczne i społeczne, Literatura faktu, Historia",Audiobook,Polski,2022-09-02,Nie dotyczy,F,biografie
Nikola Tesla. Cudowny umysł. Część 3. Wewnętrzna wibracja,John Joseph O'Neill,Jarosław Łukomski,4.5,15.0,5.0,14.0,1.37,"Biografie, Biografie polityczne i społeczne, Literatura faktu, Społeczeństwo i kultura, Historia, Przyroda i nauka, Ekonomia i biznes",Audiobook,Polski,2024-01-16,Tom 7 - Wojny prądów,M,biografie
Zwierzogród. WIELKI POŚCIG W CHOMICZÓWCE,Zespół autorów,Sławomir Pacek,4.5,14.0,4.6,14.0,5.0,"Dla dzieci, Dla dzieci w wieku 3+",Audiobook,Polski,2023-11-20,Słuchaj razem z Disneyem,M,dla dzieci
Mała Syrenka. DZIECIŃSTWO ARIEL,Zespół autorów,Danuta Stenka,4.6,15.0,4.6,14.0,11.0,"Dla dzieci, Dla dzieci w wieku 3+",Audiobook,Polski,2023-11-20,Słuchaj razem z Disneyem,F,dla dzieci
Świnia Malwina,Łapiński Krzysztof,Ostaszewska Maja,4.9,14.0,4.9,14.0,3.27,"Dla dzieci, Dla dzieci w wieku 6+, Książki o zwierzętach i naturze dla dzieci",Audiobook,Polski,2024-02-10,Tom 7 - Zwierzaki,F,dla dzieci
